Id,Должности
794,Инженер технической поддержки (серверное оборудование)
795,Руководитель направления монетизации
796,Senior Product Manager (стрим оплат)
797,Ведущий специалист BPMSoft
798,Бизнес-аналитик отдела стратегического развития
799,Методолог в Управление аналитики по расходам и Process Mining
800,Senior Business Analyst (MedTech)
801,Бизнес-аналитик Глоссария данных Банка
802,QA Тестировщик
803,Менеджер рекламного продукта
804,Бизнес-аналитик (направление финансы)
805,"Training Center Administration Supervisor (IRAQ, Basra)"
806,Analyst
807,Разработчик C++ (IAG)
808,Cтажер SAP FM
809,Ведущий тестировщика/Lead в IT-компании
810,Бизнес-тренер в области бизнес-анализа и аналитики данных
811,Методолог второй линии поддержки
812,Системный аналитик (Интеллектуальная система управления)
813,UX-редактор в клиентский сервис Авито
814,Технический менеджер продуктов. Архитектор
815,Личный помощник (Бизнес-ассистент)
816,Java developer (Электронный архив)
817,Старший бизнес-аналитик по управлению поставками (методолог)
818,Mediabuyer/Mediaplanner (iGaming)
819,Инженер-программист junior
820,Помощник менеджера / Младший менеджер маркетплейса WB
821,Бизнес-аналитик 1C ERP УХ
822,"Менеджер проекта команды ""Партнерские проекты и небанковские сервисы"""
823,Верстальщик/Frontend-разработчик
824,Старший менеджер проектов 1С
825,Старший стратегический аналитик (международные отношения)
826,Java-разработчик (Modeus)
827,Product Owner (развитие Платформы)
828,DevOps-инженер (Брест)
829,Ассистент менеджера маркетплейсов ВБ (Москва)
830,Администратор АС (Финансы)
831,Аналитик данных/BI-аналитик
832,Системный аналитик/System analyst
833,UI/UX-дизайнер
834,Менеджер по работе с ключевыми клиентами
835,DevOps - инженер по внедрению
836,Графический дизайнер
837,SEO-специалист EdTech
838,UX исследователь
839,PostgreSQL-разработчик
840,Бизнес-аналитик (Культура и Туризм)
841,Старший BI-аналитик
842,Руководитель отдела производственного планирования
843,B2C Sales Manager: Hair Transplant and Medical Tourism
844,Оператор-наладчик/программист станков ЧПУ (фрезерная группа Fanuc 0i MF)
845,Куратор обучения на маркетплейсах Wildberries и OZON
846,Rust Developer
847,Финансовый директор / ведущий экономист
848,Бизнес-аналитик АБС
849,Руководитель отдела компенсации и льготы (C&B) и payroll
850,Project/Product Manager
851,Директолог
852,"Python (Django) разработчик (Junior+) - удаленно, с периодическим приездом в Москву"
853,Главный специалист / Аналитик (Отдел контроля операционных рисков)
854,Старший технический писатель (облачные сервисы)
855,Маркетолог
856,Менеджер продукта ERP-системы для цветочных магазинов (middle)
857,Аналитик-программист
858,Senior BI-аналитик
859,Product & Project manager / менеджер проектов в IT
860,Бизнес-аналитик (мобильное приложение)
861,Аналитик Wildberries/Продуктолог
862,MIDDLE PYTHON DEVELOPER
863,Лидер группы системного анализа
864,Разработчик 1С (удалённо)
865,"PHP Developer (Кипр, Лимассол)"
866,IOS-разработчик Senior/TeamLead
867,Бизнес - аналитик ГИС
868,Digital strategic lead
869,Аналитик отдела маркетинга (MS Excel)
870,"Senior Financial Analyst (Payroll, FP&A)"
871,Middle+/Senior DevOps engineer
872,Backend developer (java)
873,Проджект-менеджер
874,Руководитель склада Фулфилмент
875,Коммерческий директор (специализированный застройщик)
876,Middle Backend Developer в команду Tomoru
877,Junior Media Buyer
878,Старший научный сотрудник Института трансляционной медицины и биотехнологии
879,Менеджер по работе с маркетплейсами (Озон)
880,Инженер-программист машинного зрения (Computer Vision)
881,Менеджер по развитию бизнеса с ключевыми розничными клиентами DIY в Фабрику
882,Специалист по информационной безопасности (junior)
883,Бизнес-аналитик в Департамент архитектуры и строительства
884,Руководитель команды по операционным ИТ-решениям
885,UI/UX дизайнер
886,Support инженер
887,Экономист 1С
888,Senior Python-разработчик
889,Директор департамента аналитики
890,Руководитель направления ERP
891,Бизнес-аналитик (e-com)
892,Technical Product Analyst (Продуктовый аналитик)
893,DevOps-инженер (Kubernetes)
894,Chief Executive Officer
895,Менеджер по продажам (ИТ направление)
896,Технолог-разработчик (Создание качественного рабочего ассортимента)
897,Руководитель проекта/продукта ППО
898,Продавец-консультант/кассир-продавец FINN FLARE
899,Руководитель отдела внутренних коммуникаций
900,Системный администратор Linux Devops Engineer
901,Специалист по контекстной рекламе / Контекстолог / Директолог
902,Junior Product Manager (non-promo brands)
903,Разработчик систем отчетности
904,Chief Marketing Officer/CMO
905,Devops Engineer (middle+/senior) HR Max
906,Ведущий аналитик (энергетика)
907,Senior QA инженер (мануальное тестирование)
908,Продакт эксперт SAP FICO
909,Дежурный ИТ мониторинга
910,Аналитик данных / BI-аналитик
911,Финансовый менеджер (аналитик)
912,Бизнес аналитик (Ценные бумаги)
913,Java developer (MiddleUpper-middle)
914,SMM - менеджер / Контент менеджер
915,Директор по развитию (удаленный формат работы)
916,Менеджер по продажам B2B (IT-оборудование)
917,Младший Системный Аналитик (Видеоаналитика)
918,"QA mobile, Приложение Курьер и Работа"
919,Младший аналитик (рыночные риски и анализ финансовых институтов)
920,Руководитель проекта киберспортивного пространства (Бали)
921,Специалист по ведению аналитики в отдел учета нарушений
922,Продуктовый аналитик в команду ассортимента
923,Бизнес -аналитик по эквайрингу
924,Начинающий специалист / Помощник проектного менеджера (HR-проекты)
925,QA-специалист / Тестировщик
926,DevOps (senior)
927,Системный аналитик (Middle+/ Senior)
928,Руководитель бизнес-юнита / CPO / Head of product
929,Junior Backend разработчик (Node.JS)
930,Руководитель группы проектов (реинжиниринг процесса оценки контрагентов)
931,Менеджер маркетплейса ВБ
932,Старший менеджер по работе с маркетплейсами (Wildberries)
933,Frontend-разработчик в команду Offer
934,BDM/Менеджер по развитию бизнеса (IT / Бизнес приклад / ПО / Промышленный сектор)
935,Преподаватель онлайн курсов в сфере IT
936,Лингвист
937,Младший финансовый менеджер
938,IOS - Разработчик
939,Unity-программист (онлайн-игры)
940,Руководитель HR отдела
941,Дата-Аналитик
942,Бизнес - аналитик направления Антифрод
943,"Разработчик JavaScript, Платформа seller.ozon.ru"
944,"Бизнес-аналитик / CJE (Управление ""Голосовой ассистент"")"
945,Ведущий финансовый аналитик в финансовый департамент
946,Управляющий салоном красоты
947,Junior+ Data Analyst
948,SDET (Software Development Engineer in Test)
949,MIddle+ Python разработчик
950,System Analyst / Business Analyst (CRM)
951,Старший программист 1С (в нефтегазовую отрасль)
952,Python backend разработчик (Middle+)
953,Senior DevOps-инженер (Cloud Platform)
954,Backend разработчик Node.js
955,Middle/Senior Data Scientist в команду NLP
956,Golang-разработчик команда инфраструктуры Mailion
957,Управляющий мотосалоном
958,Ведущий бизнес-аналитик (Направление по технологиям обработки категорийных цепочек поставок)
959,Менеджер проекта БКИ
960,DevOps-инженер / Cloud Infrastructure Engineer
961,Разработчик React
962,Специалист по финансовым операциям
963,Комьюнити-менеджер (стажер) в Штаб В2С
964,Архитектор данных (платформа Data Lake) (Северсталь Диджитал)
965,Рекрутер/HR-менеджер
966,Бизнес-аналитик (фин. сервисы для ЮЛ)
967,Бизнес-аналитик 1C
968,Старший консультант WMS
969,Бизнес-аналитик в Штаб экосистемы B2C
970,Менеджер по работе с клиентами в электроэнергетике
971,"Специалист по маркировке ""Честный знак"""
972,SMM-менеджер (личный бренд)
973,Программист Front-End (junior)
974,Customer Support Specialist
975,Системный аналитик (маркетплейсы)
976,Менеджер по маркетплейсам (SEO специалист)
977,Сервис менеджер
978,ИТ аудитор
979,Бизнес-аналитик по цифровой трансформации
980,Email/CRM маркетолог (в туризме)
981,Product manager/ Product owner (mobile app)/ Менеджер по развитию цифрового продукта
982,People Partner (Commercial Department)
983,Дежурный аналитик
984,Заместитель начальника отдела экспертного сопровождения и специальных проектов
985,Специалист технической поддержки / Reservoir Engineer
986,BI-аналитик в Яндекс Еду
987,2D Artist
988,Operations Manager in a Fintech Startup (Web3)
989,Инфлюенс менеджер / Influence manager
990,Менеджер по продажам информационных продуктов
991,Менеджер проекта (бизнес-аналитик по цифровой трансформации)
992,Руководитель административно-хозяйственного отдела
993,Digital маркетолог
994,Инженер технической поддержки
995,Digital Project Manager
996,Science Copywriter (to Yerevan)
997,Секретарь / Администратор на ресепшен (бизнес-центр)
998,Инженер технической поддержки (HelpDesk)
999,Бизнес-аналитик/фуллстек аналитик (RMS)/Офис Москва
1000,Юрисконсульт в сфере гражданского права (госсектор)
1001,Графический дизайнер (маркетплейсы)
1002,Разработчик MS SQL
1003,Senior Kotlin Developer
1004,Директолог / Контекстолог
1005,Python-разработчик|Backend developer
1006,Специалист департамента логистики
1007,VIP Support Agent
1008,Frontend-разработчик (Middle | React)
1009,Project Manager (Finance)
1010,Автор студенческих работ по бизнес-аналитике
1011,Junior media planner/Младший менеджер по медиапланированию
1012,Продуктовый аналитик/Специалист по анализу данных
1013,Директор по маркетингу в аутсорсинговую компанию
1014,"Frontend-Разработчик в компанию ""ХАЙ-ТЕК СОФТ"""
1015,Бизнес-аналитик продукта
1016,Администратор Телеграм-канала и чат-бота
1017,Руководитель отдела BI-аналитики
1018,SQL/T-SQL-разработчик
1019,Product Owner \ Ведущий бизнес-аналитик
1020,DevOps инженер (junior +)
1021,Владелец продукта (страхование)
1022,Solution Architect [Tabs]
1023,Специалист технической поддержки/Системный администратор
1024,Senior DevOps Engineer [ИРТЕЯ]
1025,Бизнес-аналитик / Системный аналитик (1С:ERP)
1026,Менеджер по работе с маркетплейсами (Wildberries)
1027,Бизнес-аналитик - Операционная модель и процессы корпоративного ИТ (Technology Consulting)
1028,Заместитель Главного бухгалтера по расчету заработной платы
1029,Руководитель поддержки
1030,Специалист по земельно-имущественным отношениям
1031,Product Owner
1032,Менеджер PR-проектов
1033,Главный бухгалтер в офис
1034,Специалист отдела контроля качества звонков (ОКК)
1035,PHP разработчик (Fullstack)
1036,Ведущий аналитик-консультант 1С (Бизнес-аналитик)
1037,Руководитель проектов 1С
1038,Project Manager в Германию
1039,SMM-креатор
1040,"Фронтенд-разработчик/Vue3, Nuxt3"
1041,"Менеджер продукта/CJE (Управление ""Сбережения"")"
1042,Главный аналитик отдела разработки и внедрения корпоративных информационных систем
1043,IT Project manager (Менеджер проектов IT)
1044,"Коммерческий директор (CCO) Криптовалюта, блокчейн"
1045,Бизнес-аналитик (м. Дубровка)
1046,Ассистент отдела продаж/Младший менеджер отдела продаж в IT компании
1047,"Middle / Middle+ QA Engineer Тестировщик (crm-системы, агрегаторы) - частичная занятость"
1048,SММ менеджер
1049,Fullstack аналитик (бизнес аналитик/системный аналитик)
1050,Специалист казначейства
1051,Финансовый аналитик / BI аналитик
1052,Руководитель е-com (маркетплейсы)
1053,Бизнес-аналитик (Market Insights and Research)
1054,Linux администратор/DevOps engineer
1055,Функциональный архитектор (Solution Architect)
1056,Руководитель отдела оптовых продаж
1057,Middle java разработчик
1058,Junior разработчик на ASP.NET Core
1059,DevOps-инженер (виртуализация)
1060,Бизнес-аналитик 1С Отдела методологии и стандартизации
1061,Диспетчер (дежурный)
1062,Пресс-секретарь представителя законодательного органа государственной власти
1063,SEO оптимизатор (junior)
1064,Руководитель направления методологии и операционной эффективности (Медиа - холдинг)
1065,Руководитель службы поддержки пользователей
1066,Frontend-разработчик Vue.js
1067,Java разработчик (Middle/Senior)
1068,Project manager в команду контроля качества
1069,Личный помощник генерального директора
1070,Бизнес - аналитик
1071,Системный аналитик (Middle & Senior)
1072,Стажер-разработчик бэкенда
1073,Бизнес-аналитик (фармацевтическая компания)
1074,Cтажер (Research)
1075,Разработчик Delphi
1076,Помощник финансового директора
1077,Java-разработчик (junior+/middle)
1078,Личный помощник руководителя в дизайн студию
1079,Специалист по тестированию ПО (Middle QA Engineer)
1080,Начальник отдела по связям с общественностью (Крупная российская горнорудная компания)
1081,Консультант по информационной безопасности
1082,Менеджер по работе с партнерами (Partner Success Manager)
1083,Ведущий системный аналитик (Финтех)
1084,Консультант по моделированию бизнес-процессов и оргразвитию
1085,Разработчик SQL
1086,"Backend-разработчик (Docker, .NET, C#), группа Разработки приложений"
1087,Project Manager (СберРейтинг)
1088,Бизнес-аналитик CRM
1089,Специалист технической поддержки/Консультант 1С: Документооборот
1090,Vue js фронтенд-разработчик
1091,Руководитель по управлению IT проектами (Junior/middle)
1092,Head of Product / СPО (MedTech)
1093,Бизнес-аналитик (налоговый модуль)
1094,Методолог отдела продаж в партнерских каналах
1095,Менеджер проектов в команду управления проектами
1096,Дивизиональный менеджер по продажам
1097,DevOps-инженер в Data Platfrom
1098,Бизнес-аналитик на IT-проекты
1099,Аналитик (Управление требованиями к изделиям)
1100,Бизнес-аналитик (НСИ)
1101,Интернет-маркетолог / Digital Marketing Manager
1102,Специалист по развитию продаж (SDR)
1103,"Аналитик 1С, Отдел технологического консалтинга"
1104,Аналитик 1С/Бизнес-аналитик 1С
1105,Senior DevOps engineer
1106,Финансовый аналитик-стажер
1107,Менеджер проектов/Project Manager (GameDev/Unity/Unreal/AR/VR)
1108,"Старший аналитик по прогнозированию спроса , планированию продаж и запасов"
1109,Финансовый казначей
1110,Devops Engineer (On-call дежурства)
1111,Инженер-математик / Математик-разработчик
1112,"Owner service-team ""Данные""/Архитектор данных"
1113,Программист-разработчик C#
1114,Аналитик в команду транспортной логистики
1115,Менеджер по логистике
1116,Менеджер по кадровому делопроизводству
1117,Старший менеджер по развитию проектного управления
1118,Бизнес-аналитик (Финансовый департамент)
1119,Менеджера маркетплейсов (Wildberries)
1120,Тестировщик роборуки
1121,DevOps-инженер (проект миграции)
1122,Руководитель проектов инфраструктуры цифровых продаж
1123,Директор по продажам (направление федеральные сети)
1124,Бизнес-аналитик CRM (м.Автозаводская)
1125,Руководитель группы оценки
1126,КАМ/менеджер по работе с ключевыми клиентами в ИТ
1127,Ведущий консультант Optimacros
1128,Flutter-разработчик в Фудтех
1129,Бизнес-аналитик (бизнес-аудит)
1130,Бизнес/ системный аналитик
1131,Presale-аналитик
1132,Менеджер маркетплейса ОЗОН/ВБ
1133,Помощник менеджера по работе с маркетплейсом Wildberries
1134,Technical Business Analyst
1135,Бренд-менеджер (Beauty)
1136,Бизнес-аналитик проектов дистрибуции
1137,Трафик-менеджер
1138,Бизнес-аналитик по процессам
1139,IT recruiter/ ИТ рекрутер
1140,Ассистент отдела маркетинга
1141,Lead DevOps Engineer
1142,Frontend developer
1143,Руководитель направления «Индивидуальное сопровождение»
1144,Бизнес-аналитик/менеджер проекта по сопровождению клиентских данных операционного сервиса
1145,Консультант / Бизнес-аналитик (Banking)
1146,Бизнес-аналитик по импортозамещению
1147,Стажёр-системный аналитик
1148,Тестировщик (middle)
1149,Специалист 1 категории
1150,IOS разработчик
1151,PHP Developer (Symfony)
1152,Бизнес-аналитик (автоматизация закупочной деятельности)
1153,Стажер в команду тестирования / QA Intern
1154,Head of Brand / Brand Director
1155,"Проектный бизнес-аналитик 1С (ERP, УХ, УТ, ЗУП)"
1156,Senior PHP developer (Telecom)
1157,Главный бизнес-аналитик (Команда продукта Пополнение РЦ)
1158,Программист 1С (junior)
1159,DevOps инженер / DataOps
1160,Junior Project Manager (стажер)
1161,Ведущий PHP-разработчик
1162,Бренд менеджер/Маркетолог
1163,Маркетолог маркетплейсов
1164,DevOps инженер в команду Баланса продавца
1165,"Стажер (управление персоналом, HR BP)"
1166,Аналитик блока бизнеса
1167,Менеджер спортивного проекта
1168,Product manager (Mobile)
1169,Контент менеджер / Администратор сайта
1170,Бизнес аналитик (Доставка)
1171,Middle Python developer
1172,Бизнес-аналитик - Архитектура и разработка (TeDo Technology Consulting)
1173,Ассистент коммерческого отдела( со знанием Excel)
1174,Финансовый аналитик (Контролер)
1175,Bitrix-разработчик
1176,Influence manager / Менеджер по работе с блогерами iGaming
1177,QA Junior
1178,Senior Product manager
1179,DevOps инженер команды сопровождения СУБД YDB
1180,Менеджер маркетплейса WB
1181,Senior technical writer
1182,Junior Python Developer
1183,Бизнес - аналитик 1С
1184,Java-разработчик - (Специалист по микросервисам)
1185,Менеджер-маркетолог по работе с маркетплейсами
1186,Middle QA / Инженер по функциональному тестированию
1187,Бизнес-ассистент Собственника компании / Гибрид
1188,Программист 1C (Документооборот)
1189,Стажер-программист 1С
1190,Data Engineer Python + Spark / Инженер по обработке данных
1191,Ручной тестировщик (команда CRM)
1192,IT аналитик
1193,Старший Java разработчик
1194,Системный аналитик в продуктовую IT-компанию
1195,Менеджер по работе с маркеплейсами
1196,Финансовый специалист в ИЖС (малоэтажное строительство)
1197,Бизнес-аналитик (блок корпоративного и малого бизнеса)
1198,Контент-менеджер (маркетплейсы)
1199,Младший маркетолог
1200,Руководитель проекта S&OP
1201,Руководитель направления спецпроектов
1202,QA инженер (Persona.aero)
1203,Ассистент руководителя / бизнес - ассистент
1204,Тестировщик / специалист технической поддержки
1205,Корпоративный бизнес-тренер
1206,Менеджер по развитию бизнеса
1207,Бизнес-аналитик технологий сопровождения транзакционных продуктов
1208,Performance marketing lead
1209,Заместитель начальника склада
1210,Финансовый бизнес-аналитик (блок тарифы/тарифная политика)
1211,Junior / Middle DevOps Engineer
1212,Back-End JAVA Developer (Senior)
1213,Backend Middle Developer (PHP)
1214,Дизайнер (Астра Консалтинг)
1215,Junior разработчик C#
1216,DevOps-инженер (Middle+\Senior)
1217,DevOps-инженер (Middle)
1218,DevOps-инженер (senior/middle)
1219,Brand Manager
1220,Разработчик имитационных моделей (AnyLogic)
1221,Бизнес-аналитик 1C (блок закупок)
1222,"Бизнес-аналитик SOX, Отдел сопровождения, ERP и учетные системы"
1223,Руководитель направления бизнес-аналитики Финансового Департамента
1224,Программист C++ Junior
1225,Администратор операционных систем Linux
1226,Системный аналитик (Операционные риски)
1227,Специалист по парсингу данных
1228,"Специалист по анализу данных (базы данных, ETL, отчетность)"
1229,Junior 2D-Artist
1230,Системный Администратор Linux
1231,Бизнес-аналитик / Эксперт по методологии цифровизации бизнес-процессов
1232,Devops (Инженер автоматизации инфраструктуры)
1233,"DevOps engineer (Senior, Lead)"
1234,QA Engineer
1235,Менеджер по маркетплейсам OZON
1236,Инженер-программист интерфейсов (C++/QT)
1237,Junior PR специалист (офис)
1238,Senior Frontend разработчик
1239,"Бизнес-аналитик (цифровые каналы, CIB)"
1240,Руководитель проектов международной биотех стартап-студии
1241,Ведущий HR менеджер / HRG
1242,"Эксперт Отдела подбора персонала (DS, DA, ML, риски)"
1243,IT Recruiter
1244,Директолог/специалист по контекстной рекламе
1245,ИТ-лидер команды аналитики
1246,Head of QA
1247,Frontend developer (JavaScript)
1248,Middle + IOS разработчик
1249,Middle Project Manager
1250,Программист Python Grafana Linux Docker
1251,Руководитель юридического отдела (Девелопмент)
1252,NLP Data Scientist
1253,Product manager / Менеджер продукта
1254,Эксперт-аналитик
1255,Service Request Manager в команду Мультивариативного анализа
1256,"Fullstack-разработчик (Vue 3, TypeScript, Firebase)"
1257,Senior Rust Developer
1258,HRBP/HR business partner/C&B эксперт
1259,Тестировщик/QA(Проектно/по ИП)
1260,Rust developer
1261,Web-разработчик (Bitrix)
1262,Системный аналитик (junior/middle)
1263,Fullstack QA (middle/senior)
1264,Системный аналитик 1С (Senior)
1265,Бизнес-аналитик/Специалист по процессному моделированию
1266,Аналитик качества данных в Офис управления данными
1267,Программист микроконтроллеров
1268,DevOps-инженер (Развитие инструментов мониторинга систем)
1269,.NET developer
1270,Junior Golang разработчик
1271,Middle+ UX/UI дизайнер
1272,Бизнес-аналитик (FinTech)
1273,Аналитик-разработчик
1274,Фронтенд разработчик (Typescript+React)
1275,PHP-программист
1276,Golang разработчик
1277,Аналитик данных и продаж e-commerce
1278,Бизнес-аналитик (CJE) в сфере развития небанковских сервисов
1279,Аналитик данных (маркетинговые показатели)
1280,Продуктовый маркетолог
1281,Бизнес-аналитик (финансовое моделирование в excel)
1282,Токеномист / Tokenomics Specialist
1283,DevOps инженер AMQ в Банк
1284,System Analyst (Kaspersky Security для Бизнеса)
1285,Бизнес-аналитик в отдел закупок
1286,Ведущий программист-разработчик 1С (POS)
1287,Водитель автопогрузчика на склад
1288,Начинающий специалист в IT компанию в чате (ночь)
1289,Front-End разработчик React
1290,Политолог-аналитик
1291,Бизнес-аналитик данных
1292,Ведущий специалист отдела контроллинга текущих операций
1293,DevOps-инженер (IaaS)
1294,DevOps Инженер/SRE
1295,Стажер
1296,Бизнес-аналитик НеоБанк (CRM)
1297,"Senior DevOps-Инженер (команда ""Технологические сервисы"")"
1298,Специалист / Главный специалист производственными процессам
1299,HR - менеджер
1300,Системный аналитик - Видеоплатформа и Сервисы
1301,Ruby Developer
1302,Senior Backend Engineer
1303,Senior DevOps-инженер (Фонд)
1304,Аналитик SOC
1305,Руководитель IT-проектов
1306,C#/NET-программист
1307,Ведущий Java-разработчик (Spark developer)
1308,React Native / React.JS разработчик
1309,Специалист в офис
1310,Руководитель команды миграции
1311,Руководитель управления по контрактной работе и закупкам
1312,System analyst
1313,Менеджер по продажам сложных ИТ-решений
1314,Junior Backend Developer PHP (Laravel)
1315,Senior .NET разработчик
1316,SMM-специалист в офис (SEO-специалист)
1317,Менеджер OZON
1318,Разработчик в Московский транспорт (стажер)
1319,Специалист колл-центра (недвижимость)
1320,Frontend Developer (Vue.JS)
1321,Tech Lead PHP
1322,"DevOps инженер, Load Balancing"
1323,HRBP / HR Business Partner (Digital)
1324,Графический дизайнер (удаленно)
1325,Менеджер по работе с маркетплейсами (Ozon)
1326,HR BP (non-IT)
1327,Python-разработчик (автотестировщик)
1328,Intern System Architect / Стажер в системную архитектуру
1329,Ведущий специалист по инфраструктуре и связи
1330,Бухгалтер на авансовые отчеты и заработную плату
1331,Руководитель системного и бизнес анализа
1332,Менеджер проектов
1333,Fronted-разработчик
1334,Специалист по логистике
1335,Middle/Senior Linux инженер
1336,Python developer
1337,Управленец
1338,Devops specialist
1339,Доцент Кафедры информационных технологий
1340,Лидер отдела продаж / Ведущий менеджер по продажам
1341,Бизнес-аналитик(офис/гибрид)
1342,Системный аналитик ESB\WEB
1343,"Бизнес-аналитик/CJE (команда ""Военная ипотека)"
1344,Администратор офиса продаж новостроек (ЖК Акценты)
1345,Ведущий Devops - инженер
1346,Автор магистратуры «DevOps-инженер облачных сервисов»
1347,Аналитик по прогнозированию
1348,Senior/Middle Backend разработчик Node.js
1349,Системный аналитик (WEB)
1350,Бизнес-аналитик (развитие технологий мониторинга и контроля деятельности клиентов)
1351,CRM-ИНТЕГРАТОР (Битрикс24 и AMOCRM)
1352,Node.js разработчик
1353,Консультант-стажер по работе с ERP-системой Oracle
1354,Аналитик направления HR
1355,Бухгалтер-калькулятор
1356,Сценарист
1357,Руководитель департамента аналитики бизнес-процессов
1358,DevOps инженер Data Platform в Банк
1359,Junior IT-recruiter
1360,Junior DevOps Engineer
1361,Бизнес-аналитик (проекты по разработке сайта и мобильного приложения)
1362,Инженер-тестировщик ПО
1363,"Frontend-Developer Junior / Младший Фронтенд-Разработчик (React, TypeScript)"
1364,Lead/ Senior DevOps Engineer/ SRE
1365,Исполнительный директор (CEO)
1366,Senior Java Developer
1367,Специалист технической поддержки (платежный шлюз)
1368,Программист-разработчик 1С
1369,Стажер в отдел маркетинга (brand marketing)
1370,Эксперт ЦФТ
1371,Middle / Senior React developer
1372,PHP Developer
1373,Помощник Product Manager (кулинарный путь)
1374,Менеджер проектов по данным и ИИ (Junior)
1375,Бизнес-аналитик (администрирование платежей)
1376,Junior DevOps-инженер
1377,Бизнес-аналитик (стажёр)
1378,Бизнес-ассистент / Помощник руководителя
1379,"Бизнес-аналитик ИТ-систем (анализ данных, отчетность)"
1380,Финансовый директор (управление недвижимостью)
1381,Senior/Lead Frontend Developer
1382,DevOps-инженер (Управление талантами и База знаний)
1383,Руководитель бэк-офиса и документооборота по лизинговым операциям
1384,Junior C++ Developer / Младший разработчик С++
1385,Менеджер по развитию дистрибьюторского и экспортного каналов
1386,Frontend-разработчик Typescript React в IT-компанию
1387,Начинающий программист 1С
1388,Руководитель проекта
1389,Devops инженер (Служба каталогов)
1390,"Менеджер по работе с маркетплейсами Wildberries, Вайлдберриз, ВБ"
1391,Специалист по бизнес-процессам
1392,Руководитель отдела производственного учёта (Производство в г. Киржач)
1393,Продуктовый дизайнер (Senior/Middle)
1394,Консультант 1С/Начинающий программист 1С
1395,Директолог/Специалист по контекстной рекламе
1396,Бизнес-аналитик в Маркетплейс
1397,UX/UI-дизайнер
1398,Фронтенд разработчик
1399,Бизнес-аналитик БКИ
1400,Аналитик SQL
1401,"Product Owner/Владелец продукта (e-com,доставка для интернет-магазинов)"
1402,DevOps в Единое хранилище данных
1403,Аккаунт-менеджер в IT-компанию
1404,Middle Data Scientist
1405,Team Lead Java [Платформа ЦФА]
1406,Писатель / автор художественных книг (копирайтер)
1407,Руководитель направления экономики (из пищевого производства) в Воронеж
1408,Продуктовый дизайнер Middle
1409,PHP разработчик
1410,Консультант проектов внедрения Directum RX (младший бизнес-аналитик)
1411,Менеджер маркетплейсов (бытовая химия)
1412,Бизнес-аналитик 1С (бюджетирование)
1413,Аналитик IT
1414,"CJE в команду ""Анкетный сервис"""
1415,"Team Lead of Marketing (PR, Influencer, SMM, SEO)"
1416,Project manager (гибрид Москва)
1417,"Руководитель IT проектов (DWH, BI)"
1418,Аналитик (пруденциальный рыночный риск)
1419,Программист Java (backend)
1420,Ведущий специалист отдела бизнес аналитики
1421,Администратор Битрикс24
1422,Главный бухгалтер (торговое направление)
1423,Директор по стратегии
1424,Руководитель программы лояльности и управления клиентским опытом
1425,Эксперт-аналитик (Логистика)
1426,Java-разработчик (middle)
1427,Менеджер по работе с клиентами / Аккаунт-менеджер в IT компанию
1428,Бизнес-аналитик (Департамент информационных технологий)
1429,Ведущий программист 1С: ЗУП
1430,Business Development Manager (Junior)
1431,Младший менеджер по маркетплейсам ОZON и WB
1432,Бизнес-аналитик / Системный аналитик / Специалист по описанию бизнес-процессов
1433,Business Advisor with English
1434,Технический менеджер проекта (Рекламная платформа)
1435,Бизнес-аналитик (обеспечение производственной безопасности)
1436,Менеджер по развитию
1437,Аналитик эффективности транзитных складов
1438,Специалист по обязательной маркировке товаров (Честный Знак)/Специалист по обработке заказов
1439,Директор департамента управления проектами и коммерческой деятельности (коммерческий директор)
1440,Ruby Developer / Разработчик на Ruby
1441,Главный специалист по планированию и анализу эффективности
1442,Product owner
1443,Инженер DevOps / Сетевой инженер-консультант
1444,Разработчик С/С++
1445,Технолог-разработчик косметики-консультант
1446,"Преподаватель IT дисциплин, тренер, эксперт"
1447,Senior Product Manager/Продакт-менеджер/Менеджер продукта
1448,"Модератор социального сервиса (Фото, Чаты и Верификация)"
1449,Бухгалтер (учет реализаций)
1450,Консультант по продуктам Atlassian (преподаватель)
1451,Бизнес-аналитик: Личный кабинет сотрудника
1452,Бизнес-аналитик (в юридический департамент) Legal Tech
1453,Руководитель продукта (GenAI/MedTech)
1454,Бизнес-аналитик (финансы)
1455,Business Analyst for FinTech
1456,Бизнес/системный аналитик Senior
1457,"Младший менеджер проектов, Маркетплейс, Travel"
1458,Performance marketing manager
1459,Специалист IT Service Management
1460,TechLead Java
1461,C&B Аналитик
1462,"Менеджер ресторана ""LEO"" (скоро открытие)"
1463,Менеджер по работе с клиентами | Менеджер по продажам (IT)
1464,Аналитик отдела продаж (алкогольная компания)
1465,Junior/Middle DevOps (инженер)
1466,Разработчик .NET
1467,Java-developer (middle)
1468,Технический лидер команды DevOps
1469,Системный администратор Linux / Kubernetes (Middle DevOps инженер)
1470,BI-Аналитик (Департамент стратегии)
1471,Senior BI аналитик / Team Lead
1472,Менеджер проектов бизнес-подразделения Женское и Мужское здоровье
1473,Младший аналитик-консультант 1С (Стажер)
1474,Travel Manager
1475,"Бизнес-аналитика в продуктовую команду ""Конкурсный канал"" (тендеры)"
